code,name,close,ma5,pct_above
603867,新化股份,37.19,35.93,3.5
000983,山西焦煤,6.23,6.02,3.49
002128,电投能源,24.55,23.72,3.49
002971,和远气体,71.54,69.13,3.49
000717,中南股份,2.2,2.13,3.48
002766,索菱股份,3.75,3.62,3.48
603032,德新科技,27.6,26.67,3.48
603209,兴通股份,13.32,12.87,3.48
603948,建业股份,26.26,25.38,3.48
002038,双鹭药业,6.39,6.18,3.47
002792,通宇通讯,36.64,35.41,3.47
601608,中信重工,4.95,4.78,3.47
603329,上海雅仕,9.55,9.23,3.47
002551,尚荣医疗,2.87,2.77,3.46
002629,仁智股份,4.67,4.51,3.46
002881,美格智能,38.72,37.43,3.46
002887,绿茵生态,10.76,10.4,3.46
603648,畅联股份,9.15,8.84,3.46
603877,太平鸟,12.75,12.32,3.46
002867,周大生,11.98,11.58,3.45
002900,哈三联,9.95,9.62,3.45
001218,丽臣实业,24.12,23.32,3.44
002510,天汽模,5.78,5.59,3.44
002590,万安科技,10.39,10.04,3.44
603908,牧高笛,18.05,17.45,3.44
605018,长华集团,14.92,14.42,3.44
000650,仁和药业,5.37,5.19,3.43
002949,华阳国际,10.5,10.15,3.43
603187,海容冷链,12.17,11.77,3.43
000601,韶能股份,6.6,6.38,3.42
000950,重药控股,5.32,5.14,3.42
002215,诺普信,8.83,8.54,3.42
002495,佳隆股份,2.18,2.11,3.42
600167,联美控股,5.81,5.62,3.42
600363,联创光电,36.81,35.59,3.42
603880,南卫股份,7.63,7.38,3.42
002111,威海广泰,9.39,9.08,3.41
002494,华斯股份,4.73,4.57,3.41
600967,内蒙一机,11.34,10.97,3.41
603014,威高血净,35.98,34.79,3.41
603658,安图生物,31.02,30,3.41
002611,东方精工,18.18,17.58,3.4
000571,新大洲A,6.84,6.62,3.39
600316,洪都航空,29.24,28.28,3.39
001387,雪祺电气,13.38,12.94,3.38
002209,达意隆,10.94,10.58,3.38
002244,滨江集团,8.01,7.75,3.38
002572,索菲亚,7.9,7.64,3.38
600482,中国动力,33.59,32.49,3.38
600855,航天长峰,14.56,14.08,3.38
601698,中国卫通,31.25,30.23,3.38
603096,新经典,14.21,13.75,3.38
002085,万丰奥威,11.47,11.1,3.37
002548,金新农,4.05,3.92,3.37
603833,欧派家居,32.32,31.27,3.37
001368,通达创智,21.62,20.92,3.36
600348,华阳股份,8.18,7.91,3.36
600936,北投科技,4.55,4.4,3.36
603182,嘉华股份,12.19,11.79,3.36
002026,山东威达,11.3,10.93,3.35
601628,中国人寿,38.66,37.41,3.35
603815,交建股份,5.55,5.37,3.35
002073,软控股份,5.44,5.26,3.34
002532,天山铝业,11.37,11,3.34
002705,新宝股份,11.62,11.24,3.34
600673,东阳光,36.25,35.08,3.34
603168,莎普爱思,5.08,4.92,3.34
600603,广汇物流,4.59,4.44,3.33
601089,福元医药,17.58,17.01,3.33
601619,嘉泽新能,4.41,4.27,3.33
603172,万丰股份,17.6,17.03,3.33
603317,天味食品,14.04,13.59,3.33
000710,贝瑞基因,8.03,7.77,3.32
000978,桂林旅游,5.54,5.36,3.32
002381,双箭股份,5.47,5.29,3.32
002724,海洋王,5.1,4.94,3.32
003020,立方制药,16.25,15.73,3.32
600201,生物股份,12.31,11.91,3.32
605118,力鼎光电,36.16,35,3.32
601162,天风证券,3.68,3.56,3.31
603369,今世缘,25.09,24.29,3.31
002328,新朋股份,7.7,7.45,3.3
002523,天桥起重,3.13,3.03,3.3
600503,华丽家族,2.13,2.06,3.3
603689,皖天然气,7.33,7.1,3.3
603839,安正时尚,6.14,5.94,3.3
002483,润邦股份,5.15,4.99,3.29
600490,鹏欣资源,6.28,6.08,3.29
600594,益佰制药,3.2,3.1,3.29
603107,上海汽配,11.94,11.56,3.29
000557,西部创业,3.65,3.53,3.28
600561,江西长运,5.29,5.12,3.28
600617,国新能源,2.84,2.75,3.27
605398,新炬网络,20.65,20,3.27
002022,科华生物,4.88,4.73,3.26
002779,中坚科技,81.66,79.08,3.26
600217,中再资环,2.98,2.89,3.26
600523,贵航股份,11.2,10.85,3.26
600661,昂立教育,7.54,7.3,3.26
600987,航民股份,6.47,6.27,3.26
000738,航发控制,18.75,18.16,3.25
001255,博菲电气,26.54,25.7,3.25
002322,理工能科,10.18,9.86,3.25
603391,力聚热能,56.79,55,3.25
000030,富奥股份,4.09,3.96,3.23
000702,正虹科技,5.3,5.13,3.23
002959,小熊电器,33.37,32.33,3.23
600371,万向德农,6.71,6.5,3.23
600419,天润乳业,8,7.75,3.23
603102,百合股份,33.6,32.55,3.23
002879,长缆科技,13.79,13.36,3.22
603261,立航科技,51.29,49.69,3.22
002321,华英农业,1.8,1.74,3.21
002423,中粮资本,9,8.72,3.21
002589,瑞康医药,2.64,2.56,3.21
600452,涪陵电力,9.71,9.41,3.21
603322,超讯科技,29.61,28.69,3.21
002159,三特索道,13.21,12.8,3.2
002612,朗姿股份,11.92,11.55,3.2
002953,日丰股份,9.15,8.87,3.2
600372,中航机载,11.24,10.89,3.2
600689,上海三毛,10.33,10.01,3.2
603202,天有为,51.95,50.34,3.2
603788,宁波高发,14.31,13.87,3.2
000561,烽火电子,7.64,7.4,3.19
001209,洪兴股份,16.9,16.38,3.19
002661,克明食品,7.37,7.14,3.19
600408,安泰集团,2.52,2.44,3.19
600812,华北制药,4.59,4.45,3.19
603567,珍宝岛,4.79,4.64,3.19
000788,北大医药,5.25,5.09,3.18
001238,浙江正特,28.33,27.46,3.18
002716,湖南白银,8.44,8.18,3.18
600983,惠而浦,7.39,7.16,3.18
603285,键邦股份,46.52,45.09,3.18
002299,圣农发展,16.33,15.83,3.17
002727,一心堂,10.36,10.04,3.17
002820,桂发祥,8.91,8.64,3.17
600299,安迪苏,8.47,8.21,3.17
601609,金田股份,11.43,11.08,3.16
603808,歌力思,8.02,7.77,3.16
000990,诚志股份,8.85,8.58,3.15
001231,农心科技,19.25,18.66,3.15
001382,新亚电缆,16.39,15.89,3.15
002644,佛慈制药,7.33,7.11,3.15
600233,圆通速递,17.2,16.67,3.15
600398,海澜之家,5.56,5.39,3.15
603976,正川股份,29,28.11,3.15
002267,陕天然气,6.89,6.68,3.14
600644,乐山电力,8.47,8.21,3.14
002425,凯撒文化,2.77,2.69,3.13
600405,动力源,4.61,4.47,3.13
603132,金徽股份,16.53,16.03,3.13
002446,盛路通信,11.09,10.75,3.12
600463,空港股份,8.07,7.83,3.12
603860,中公高科,25.37,24.6,3.12
605567,春雪食品,8.54,8.28,3.12
002393,力生制药,15.1,14.64,3.11
003008,开普检测,18.04,17.5,3.11
603118,共进股份,12.2,11.83,3.11
605080,浙江自然,20.37,19.76,3.11
002351,漫步者,9.51,9.22,3.1
605286,同力天启,27.19,26.37,3.1
000957,中通客车,9.86,9.56,3.09
603025,大豪科技,14.06,13.64,3.09
000526,学大教育,27.46,26.64,3.08
002296,辉煌科技,9.24,8.96,3.08
600496,精工钢构,3.28,3.18,3.08
603390,通达电气,10.9,10.57,3.08
002965,祥鑫科技,52.6,51.03,3.07
603053,成都燃气,8.87,8.61,3.07
603777,来伊份,16.44,15.95,3.07
002278,神开股份,7.95,7.71,3.06
002633,申科股份,15.77,15.3,3.06
002695,煌上煌,10.57,10.26,3.06
600711,盛屯矿业,11.46,11.12,3.06
601366,利群股份,3.44,3.34,3.06
603639,海利尔,10.57,10.26,3.06
000705,浙江震元,6.28,6.09,3.05
600415,小商品城,10.62,10.31,3.05
600998,九州通,4.94,4.79,3.05
605179,一鸣食品,13.37,12.97,3.05
002316,亚联发展,4.27,4.14,3.04
600327,大东方,3.32,3.22,3.04
601211,国泰海通,19.37,18.8,3.04
603739,蔚蓝生物,12.35,11.99,3.04
002115,三维通信,10.69,10.38,3.03
002746,仙坛股份,5.44,5.28,3.03
003003,天元股份,10.55,10.24,3.03
002098,浔兴股份,6.76,6.56,3.02
002479,富春环保,4.44,4.31,3.02
600285,羚锐制药,20.73,20.12,3.02
600336,澳柯玛,6.55,6.36,3.02
600778,友好集团,5.18,5.03,3.02
603889,新澳股份,5.39,5.23,3.02
000096,广聚能源,7.32,7.11,3.01
002172,澳洋健康,3.01,2.92,3.01
002721,金一文化,2.33,2.26,3.01
002905,金逸影视,7.18,6.97,3.01
603535,嘉诚国际,6.36,6.17,3.01
001221,悍高集团,41.91,40.69,3
001279,强邦新材,27.98,27.16,3
002557,洽洽食品,19.34,18.78,3
002566,益盛药业,6.45,6.26,3
002760,凤形股份,17.1,16.6,3
601666,平煤股份,7.83,7.6,3
603633,徕木股份,7.13,6.92,3
002486,嘉麟杰,2.27,2.2,2.99
600202,哈空调,4.75,4.61,2.99
600560,金自天正,11.57,11.23,2.99
603271,永杰新材,46.05,44.71,2.99
603696,安记食品,12.18,11.83,2.99
603797,联泰环保,3.99,3.87,2.99
000589,贵州轮胎,4.28,4.16,2.98
002043,兔宝宝,11.55,11.22,2.98
002817,黄山胶囊,6.23,6.05,2.98
600223,福瑞达,5.32,5.17,2.98
605337,李子园,8.7,8.45,2.98
000401,金隅冀东,3.54,3.44,2.97
000628,高新发展,49.17,47.75,2.97
001222,源飞宠物,13.96,13.56,2.97
603183,建研院,3.75,3.64,2.97
002105,信隆健康,5.21,5.06,2.96
002388,新亚制程,5.43,5.27,2.96
002761,浙江建投,6.95,6.75,2.96
600826,兰生股份,9.52,9.25,2.96
601333,广深铁路,2.92,2.84,2.96
603566,普莱柯,10.45,10.15,2.96
000910,大亚圣象,5.37,5.22,2.95
000963,华东医药,30.05,29.19,2.95
002252,上海莱士,4.61,4.48,2.95
002813,路畅科技,19.95,19.38,2.95
600380,健康元,10.04,9.75,2.95
603070,万控智造,12.98,12.61,2.95
603216,梦天家居,21.57,20.95,2.95
603368,柳药集团,15.58,15.13,2.95
603382,海阳科技,17.91,17.4,2.95
001358,兴欣新材,27.2,26.42,2.94
002019,亿帆医药,10.03,9.74,2.94
603038,华立股份,15.9,15.45,2.94
603120,肯特催化,57.27,55.64,2.94
603515,欧普照明,17.1,16.61,2.94
002224,三力士,3.44,3.34,2.93
002919,名臣健康,20.05,19.48,2.92
002942,新农股份,15.1,14.67,2.92
600488,津药药业,5.22,5.07,2.92
603817,海峡环保,5.42,5.27,2.92
000603,盛达资源,24.42,23.73,2.91
002533,金杯电工,11.03,10.72,2.91
002788,鹭燕医药,10.82,10.51,2.91
601918,新集能源,9.18,8.92,2.91
603111,康尼机电,5.95,5.78,2.91
603352,至信股份,27.22,26.45,2.9
603508,思维列控,22.2,21.57,2.9
001285,瑞立科密,43.05,41.84,2.89
002399,海普瑞,9.55,9.28,2.89
002960,青鸟智控,8.76,8.51,2.89
600287,苏豪时尚,4.63,4.5,2.89
603095,越剑智能,14.75,14.34,2.89
002616,长青集团,4.65,4.52,2.88
003001,中岩大地,13.73,13.35,2.88
600724,宁波富达,5.5,5.35,2.88
600831,广电网络,3.14,3.05,2.88
000548,湖南投资,4.3,4.18,2.87
002937,兴瑞科技,45.67,44.4,2.87
003012,东鹏控股,4.59,4.46,2.87
603018,华设集团,5.37,5.22,2.87
603385,惠达卫浴,5.16,5.02,2.87
603556,海兴电力,22.9,22.26,2.87
002210,飞马国际,2.23,2.17,2.86
600195,中牧股份,6.25,6.08,2.86
600332,白云山,21.19,20.6,2.86
600866,星湖科技,4.67,4.54,2.86
603079,圣达生物,12,11.67,2.86
605158,华达新材,6.77,6.58,2.86
000418,小天鹅A,57.39,55.8,2.85
002743,富煌钢构,4.11,4,2.85
002836,新宏泽,9.82,9.55,2.85
603041,美思德,10.82,10.52,2.85
603049,中策橡胶,46.65,45.36,2.85
605389,长龄液压,99.52,96.76,2.85
002722,物产金轮,12.4,12.06,2.84
601615,明阳智能,11.8,11.47,2.84
001323,慕思股份,16.8,16.34,2.83
001356,富岭股份,8.66,8.42,2.83
002153,石基信息,7.57,7.36,2.83
002941,新疆交建,9.9,9.63,2.83
001379,腾达科技,16.36,15.91,2.82
002032,苏泊尔,42.04,40.89,2.82
002622,皓宸医疗,2.19,2.13,2.82
600038,中直股份,26.21,25.49,2.82
600968,海油发展,3.5,3.4,2.82
000582,北部湾港,11.26,10.95,2.81
003042,中农联合,12.82,12.47,2.81
600901,江苏金租,6.14,5.97,2.81
603088,宁波精达,10.24,9.96,2.81
605259,绿田机械,18.5,17.99,2.81
000868,安凯客车,3.45,3.36,2.8
000989,九芝堂,8.31,8.08,2.8
001299,美能能源,10.43,10.15,2.8
002967,广电计量,19.1,18.58,2.8
601919,中远海控,13.72,13.35,2.8
002852,道道全,7.51,7.31,2.79
601801,皖新传媒,5.16,5.02,2.79
603006,联明股份,14.82,14.42,2.79
603489,八方股份,29.19,28.4,2.79
603993,洛阳钼业,18.52,18.02,2.79
000999,华润三九,24.03,23.38,2.78
002365,永安药业,10.88,10.59,2.78
600318,新力金融,6.36,6.19,2.78
600794,保税科技,3.03,2.95,2.78
601966,玲珑轮胎,10.74,10.45,2.78
001236,弘业期货,7.34,7.14,2.77
002242,九阳股份,8.31,8.09,2.77
002492,恒基达鑫,5.64,5.49,2.77
603600,永艺股份,9.41,9.16,2.77
000419,通程控股,4.77,4.64,2.76
001283,豪鹏科技,50.8,49.44,2.76
002188,中天服务,5.14,5,2.76
002247,聚力文化,2.23,2.17,2.76
600650,锦江在线,10.13,9.86,2.76
600822,上海物贸,8.03,7.81,2.76
601368,绿城水务,4.32,4.2,2.76
603057,紫燕食品,23.66,23.02,2.76
603098,森特股份,10.84,10.55,2.75
000663,永安林业,5.39,5.25,2.74
001220,世盟股份,29.74,28.95,2.74
002380,科远智慧,35.52,34.57,2.74
600444,国机通用,13.57,13.21,2.74
600825,新华传媒,4.87,4.74,2.74
600834,申通地铁,6.91,6.73,2.74
603307,扬州金泉,24.65,23.99,2.74
002559,亚威股份,14.24,13.86,2.73
002573,清新环境,3.09,3.01,2.73
603606,东方电缆,43.75,42.59,2.73
603909,建发合诚,9.03,8.79,2.73
605003,众望布艺,22.06,21.47,2.73
000716,黑芝麻,4.3,4.19,2.72
000819,岳阳兴长,11.92,11.6,2.72
605268,王力安防,9.44,9.19,2.72
000981,山子高科,2.96,2.88,2.71
600518,康美药业,1.29,1.26,2.71
603392,万泰生物,28.62,27.86,2.71
002205,国统股份,10.5,10.22,2.7
002452,长高电气,12.93,12.59,2.7
002659,凯文教育,3.96,3.86,2.7
603151,邦基科技,11.65,11.34,2.7
603585,苏利股份,14.38,14,2.7
002564,天沃科技,4.5,4.38,2.69
003037,三和管桩,5.73,5.58,2.69
600386,北巴传媒,3.28,3.19,2.69
600731,湖南海利,5.43,5.29,2.69
600802,福建水泥,4.35,4.24,2.69
603882,金域医学,23.86,23.23,2.69
000554,泰山石油,5.89,5.74,2.68
000593,德龙汇能,22.42,21.83,2.68
002269,美邦服饰,1.38,1.34,2.68
002540,亚太科技,4.91,4.78,2.68
002835,同为股份,12.03,11.72,2.68
603293,埃泰克,41.95,40.85,2.68
002133,广宇集团,2.54,2.47,2.67
600055,万东医疗,10.85,10.57,2.67
600173,卧龙新能,6.16,6,2.67
605136,丽人丽妆,7.45,7.26,2.67
605368,蓝天燃气,6.39,6.22,2.67
001366,播恩集团,11.58,11.28,2.66
002441,众业达,8.1,7.89,2.66
003032,传智教育,5.41,5.27,2.66
600256,广汇能源,5.18,5.05,2.66
601311,骆驼股份,8.17,7.96,2.66
603408,建霖家居,10.18,9.92,2.66
000411,英特集团,9.54,9.29,2.65
000521,长虹美菱,5.88,5.73,2.65
603193,润本股份,19.47,18.97,2.65
002545,东方铁塔,17.42,16.97,2.64
002696,百洋股份,5.36,5.22,2.64
600648,外高桥,8.47,8.25,2.64
603108,润达医疗,9.5,9.26,2.64
001277,速达股份,28.89,28.15,2.63
600062,华润双鹤,17.07,16.63,2.63
600854,春兰股份,4.29,4.18,2.63
605365,立达信,14.77,14.39,2.63
000919,金陵药业,6.18,6.02,2.62
600977,中国电影,13.85,13.5,2.62
605162,新中港,8,7.8,2.62
002144,宏达高科,10.36,10.1,2.61
603530,神马电力,51.7,50.38,2.61
002376,新北洋,5.92,5.77,2.6
603050,科林电气,20.63,20.11,2.6
603350,安乃达,32.32,31.5,2.6
000597,东北制药,4.51,4.4,2.59
000906,浙商中拓,5.3,5.17,2.59
600269,赣粤高速,4.2,4.09,2.59
603326,我乐家居,6.5,6.34,2.59
002752,昇兴股份,5.89,5.74,2.58
600028,中国石化,4.7,4.58,2.58
600929,雪天盐业,4.78,4.66,2.58
000933,神火股份,22.06,21.51,2.57
002262,恩华药业,19.98,19.48,2.57
002690,美亚光电,14.78,14.41,2.57
600456,宝钛股份,28.07,27.37,2.57
603017,中衡设计,10.3,10.04,2.57
603310,巍华新材,15.8,15.4,2.57
603818,曲美家居,3.19,3.11,2.57
000967,盈峰环境,10.48,10.22,2.56
002582,好想你,8.97,8.75,2.56
002862,实丰文化,13.31,12.98,2.56
600250,南京商旅,8.1,7.9,2.56
000089,深圳机场,6.36,6.2,2.55
001336,楚环科技,22.9,22.33,2.55
001338,永顺泰,8.85,8.63,2.55
002884,凌霄泵业,15.84,15.45,2.55
600598,北大荒,11.35,11.07,2.55
000590,古汉医药,8.65,8.44,2.54
000680,山推股份,10.32,10.06,2.54
002864,盘龙药业,27.4,26.72,2.54
600218,全柴动力,7.51,7.32,2.54
600448,华纺股份,2.66,2.59,2.54
600526,菲达环保,4.28,4.17,2.54
002697,红旗连锁,4.38,4.27,2.53
600535,天士力,14,13.65,2.53
603235,天新药业,23.34,22.76,2.53
000059,华锦股份,4.07,3.97,2.52
002490,山东墨龙,6.66,6.5,2.52
603128,华贸物流,5.28,5.15,2.52
002574,明牌珠宝,4.33,4.22,2.51
000159,国际实业,5.57,5.43,2.5
001376,百通能源,10.81,10.55,2.5
002671,龙泉股份,3.85,3.76,2.5
003016,欣贺股份,6.48,6.32,2.5
600097,开创国际,8.21,8.01,2.5
603505,金石资源,22.14,21.6,2.5
000985,大庆华科,14.89,14.53,2.49
001318,阳光乳业,10.45,10.2,2.49
002040,南京港,7.83,7.64,2.49
002307,北新路桥,3.04,2.97,2.49
600706,曲江文旅,7.07,6.9,2.49
000800,一汽解放,6.19,6.04,2.48
002626,金达威,14.15,13.81,2.48
002840,华统股份,7.92,7.73,2.48
600824,益民集团,3.47,3.39,2.48
600882,妙可蓝多,16.89,16.48,2.48
603357,设计总院,6.37,6.22,2.48
603836,海程邦达,8.35,8.15,2.48
002462,嘉事堂,11.36,11.09,2.47
002596,海南瑞泽,3.07,3,2.47
002614,奥佳华,4.64,4.53,2.47
600257,大湖股份,4.57,4.46,2.47
603358,华达科技,44.04,42.98,2.47
000633,合金投资,4.99,4.87,2.46
600993,马应龙,22.87,22.32,2.46
601065,江盐集团,7,6.83,2.46
603030,全筑股份,2.08,2.03,2.46
603071,物产环能,11.67,11.39,2.46
000869,张裕A,16.29,15.9,2.45
002261,拓维信息,29.18,28.48,2.45
002999,天禾股份,5.61,5.48,2.45
600072,中船科技,8.86,8.65,2.45
600235,民丰特纸,5.27,5.14,2.45
600609,金杯汽车,3.26,3.18,2.45
600853,龙建股份,3.18,3.1,2.45
600991,广汽长丰,17.82,17.39,2.45
601108,财通证券,9.12,8.9,2.45
601811,新华文轩,11.46,11.19,2.45
603085,天成自控,11.22,10.95,2.45
600768,宁波富邦,15.76,15.38,2.44
600785,新华百货,10.34,10.09,2.44
600104,上汽集团,10.11,9.87,2.43
000599,青岛双星,4.41,4.31,2.42
002091,江苏国泰,7.46,7.28,2.42
002692,远程股份,3.9,3.81,2.42
001278,一彬科技,16.21,15.83,2.41
002004,华邦健康,4.16,4.06,2.41
002511,中顺洁柔,6.96,6.8,2.41
002530,金财互联,7.06,6.89,2.41
600684,珠江股份,3.14,3.07,2.41
603205,健尔康,21.48,20.97,2.41
603355,莱克电气,28.6,27.93,2.41
000034,神州数码,27.97,27.31,2.4
000888,峨眉山A,9.32,9.1,2.4
002186,全聚德,8.7,8.5,2.4
600073,光明肉业,4.94,4.82,2.4
600640,国脉文化,10.15,9.91,2.4
601139,深圳燃气,5.9,5.76,2.4
605108,同庆楼,11.94,11.66,2.4
000637,茂化实华,3.68,3.59,2.39
000902,新洋丰,12.26,11.97,2.39
002732,燕塘乳业,13.01,12.71,2.39
600199,金种子酒,6.6,6.45,2.39
600512,腾达建设,1.97,1.92,2.39
600858,银座股份,4.62,4.51,2.39
603376,大明电子,25.68,25.08,2.39
603949,雪龙集团,18.05,17.63,2.39
603999,读者传媒,5.23,5.11,2.39
002120,韵达股份,6.81,6.65,2.38
002349,精华制药,6.55,6.4,2.38
600750,华润江中,23.31,22.77,2.38
600780,通宝能源,6.12,5.98,2.38
600928,西安银行,3.44,3.36,2.38
601808,中海油服,11.2,10.94,2.38
600665,天地源,3.11,3.04,2.37
000505,京粮控股,5.3,5.18,2.36
000564,供销大集,1.39,1.36,2.36
002395,双象股份,12.56,12.27,2.36
002448,中原内配,12.31,12.03,2.36
600720,中交设计,5.04,4.92,2.36
603418,友升股份,46.75,45.67,2.36
000729,燕京啤酒,10.73,10.48,2.35
002010,传化智联,4.7,4.59,2.35
002219,新里程,1.83,1.79,2.35
603076,乐惠国际,21.8,21.3,2.35
603810,丰山集团,11.68,11.41,2.35
000607,华媒控股,3.23,3.16,2.34
002543,万和电气,6.46,6.31,2.34
002769,普路通,6.83,6.67,2.34
002891,中宠股份,27.9,27.26,2.34
002991,甘源食品,41.59,40.64,2.34
002996,顺博合金,6.22,6.08,2.34
601618,中国中冶,2.54,2.48,2.34
000547,航天发展,19.39,18.95,2.33
002259,升达林业,3.96,3.87,2.33
600697,欧亚集团,10.19,9.96,2.33
603678,火炬电子,85.48,83.54,2.33
002184,海得控制,9.98,9.75,2.32
601933,永辉超市,3.09,3.02,2.32
603282,亚光股份,14.93,14.59,2.32
000501,武商集团,7.08,6.92,2.31
000525,红太阳,4.08,3.99,2.31
002141,贤丰控股,5.14,5.02,2.31
002482,广田集团,1.24,1.21,2.31
600219,南山铝业,4.17,4.08,2.31
600741,华域汽车,16.1,15.74,2.31
600803,新奥股份,16.5,16.13,2.31
600883,博闻科技,7.34,7.17,2.31
601163,三角轮胎,13.2,12.9,2.31
603683,晶华新材,30.18,29.5,2.31
000900,现代投资,3.64,3.56,2.3
002054,德美化工,7.02,6.86,2.3
002413,雷科防务,9.97,9.75,2.3
002541,鸿路钢构,18.3,17.89,2.3
003039,顺控发展,11.49,11.23,2.3
601216,君正集团,4.71,4.6,2.3
601999,出版传媒,5.77,5.64,2.3
603023,威帝股份,3.82,3.73,2.3
002315,焦点科技,24.21,23.67,2.29
002561,徐家汇,6.43,6.29,2.29
600280,中央商场,2.77,2.71,2.29
600303,曙光股份,2.59,2.53,2.29
002478,常宝股份,6.38,6.24,2.28
002950,奥美医疗,9.43,9.22,2.28
603439,三力制药,13.47,13.17,2.28
603968,醋化股份,9.68,9.46,2.28
000619,海螺新材,4.6,4.5,2.27
000812,陕西金叶,3.25,3.18,2.27
601686,友发集团,5.04,4.93,2.27
603270,金帝股份,34.3,33.54,2.27
002187,广百股份,4.89,4.78,2.26
002443,金洲管道,10.14,9.92,2.26
600742,富维股份,7.51,7.34,2.26
001316,润贝航科,33.61,32.87,2.25
002274,华昌化工,4.91,4.8,2.25
600161,天坛生物,12.18,11.91,2.25
600939,重庆建工,2.45,2.4,2.25
603105,芯能科技,7.09,6.93,2.25
000014,沙河股份,9.5,9.29,2.24
000768,中航西飞,20.99,20.53,2.24
000952,广济药业,5.76,5.63,2.24
002097,山河智能,7.48,7.32,2.24
601107,四川成渝,5.21,5.1,2.24
002408,齐翔腾达,4.95,4.84,2.23
002489,浙江永强,2.84,2.78,2.23
600249,两面针,4.67,4.57,2.23
603588,高能环境,19.8,19.37,2.23
002103,广博股份,6.16,6.03,2.22
002756,永兴材料,60.27,58.96,2.22
600435,北方导航,11.44,11.19,2.22
601086,国芳集团,6.92,6.77,2.22
601225,陕西煤业,21.54,21.07,2.22
603716,塞力医疗,14.99,14.66,2.22
605198,安德利,66.2,64.76,2.22
002216,三全食品,12.19,11.93,2.21
003002,壶化股份,18.06,17.67,2.21
600326,西藏天路,6.74,6.59,2.21
600354,敦煌种业,5,4.89,2.21
603136,天目湖,8.77,8.58,2.21
603711,香飘飘,11.75,11.5,2.21
001226,拓山重工,48.21,47.17,2.2
002878,元隆雅图,11.96,11.7,2.2
002984,森麒麟,13.63,13.34,2.2
600317,营口港,2.6,2.54,2.2
600814,杭州解百,6.41,6.27,2.2
603230,内蒙新华,9.11,8.91,2.2
603248,锡华科技,21.54,21.08,2.2
001386,马可波罗,14.74,14.42,2.19
002295,精艺股份,8.79,8.6,2.19
600128,苏豪弘业,7.95,7.78,2.19
600963,岳阳林纸,3.18,3.11,2.19
600966,博汇纸业,5.04,4.93,2.19
601009,南京银行,10.43,10.21,2.19
000813,德展健康,3.19,3.12,2.18
002228,合兴包装,3.09,3.02,2.18
002968,新大正,8.8,8.61,2.18
600502,安徽建工,4.49,4.39,2.18
600595,中孚实业,5.91,5.78,2.18
603167,渤海轮渡,9,8.81,2.18
603955,大千生态,20.14,19.71,2.18
600721,百花医药,6.96,6.81,2.17
600865,百大集团,8.58,8.4,2.17
601319,中国人保,7.25,7.1,2.17
603236,移远通信,51.8,50.7,2.17
000029,深深房A,22.68,22.2,2.16
600300,维维股份,2.93,2.87,2.16
603866,桃李面包,3.87,3.79,2.16
605122,四方新材,11.17,10.93,2.16
000498,山东路桥,4.95,4.85,2.15
000676,智度股份,5.33,5.22,2.15
000797,中国武夷,2.28,2.23,2.15
002372,伟星新材,8.55,8.37,2.15
002809,红墙股份,7.8,7.64,2.15
600308,华泰股份,3.14,3.07,2.15
002334,英威腾,7.26,7.11,2.14
600495,晋西车轴,3.62,3.54,2.14
000513,丽珠集团,30.39,29.76,2.13
002226,江南化工,4.69,4.59,2.13
002682,龙洲股份,4.42,4.33,2.13
002739,儒意电影,9.79,9.59,2.13
600472,包头铝业,51.82,50.74,2.13
600506,统一股份,14.5,14.2,2.13
600616,金枫酒业,3.94,3.86,2.13
600638,新黄浦,4.61,4.51,2.13
601512,中新集团,8.07,7.9,2.13
000713,国投丰乐,5.5,5.39,2.12
000883,湖北能源,4.52,4.43,2.12
002628,成都路桥,5.4,5.29,2.12
600629,华建集团,12.36,12.1,2.12
600805,悦达投资,4.23,4.14,2.12
603899,晨光股份,21.51,21.06,2.12
000735,罗牛山,5.04,4.94,2.11
000830,鲁西化工,12.79,12.53,2.11
600573,惠泉啤酒,9.39,9.2,2.11
600698,湖南天雁,6.11,5.98,2.11
603022,新通联,8.34,8.17,2.11
603709,中源家居,14.12,13.83,2.11
002810,山东赫达,25.52,25,2.1
600117,西宁特钢,2.14,2.1,2.1
600455,博通股份,22.86,22.39,2.1
603279,景津装备,12.47,12.21,2.1
603697,有友食品,10.23,10.02,2.1
000403,派林生物,9.29,9.1,2.09
002268,电科网安,13.55,13.27,2.09
002461,珠江啤酒,7.9,7.74,2.09
600606,绿地控股,1.27,1.24,2.09
600704,物产中大,4.89,4.79,2.09
600844,金煤科技,2.54,2.49,2.09
000009,中国宝安,6.39,6.26,2.08
002007,华兰生物,12.88,12.62,2.08
002791,坚朗五金,13.71,13.43,2.08
600006,东风股份,5.31,5.2,2.08
600276,恒瑞医药,54.45,53.34,2.08
000789,万年青,3.94,3.86,2.07
600258,首旅酒店,11.53,11.3,2.07
600377,宁沪高速,12.01,11.77,2.07
600467,好当家,2.07,2.03,2.07
601728,中国电信,5.43,5.32,2.07
605507,国邦医药,15.76,15.44,2.07
000877,天山股份,3.76,3.68,2.06
000968,蓝焰控股,6.25,6.12,2.06
002847,盐津铺子,47.28,46.32,2.06
002946,新乳业,14.64,14.34,2.06
600057,厦门象屿,5.65,5.54,2.06
601607,上海医药,16.12,15.79,2.06
000567,海德股份,6.16,6.04,2.05
000630,铜陵有色,6.47,6.34,2.05
